type,label,page,gold_text,pred_text,gold_start,gold_end,pred_start,pred_end
FN,F2_Expression,16,"
Derde Brief",,4,16,,
FN,E52_Time_Span,16,eene halve dag,,99,113,,
FN,Mode_of_Transportation,16,ryden,,145,150,,
FN,E52_Time_Span,16,dien nagt,,183,192,,
FN,E52_Time_Span,16,volgende avond,,242,256,,
FN,E52_Time_Span,16,5 uuren,,257,264,,
FN,E53_Place,16,Paderborn,,313,322,,
FN,Mode_of_Transportation,16,reden,,459,464,,
FN,E52_Time_Span,16,Donderdag,,469,478,,
FN,E52_Time_Span,16,1 uur,,494,499,,
FN,Mode_of_Transportation,16,Extrapost,,504,513,,
FN,E18_Physical_Thing,16,Hoxenberg,,621,630,,
FN,E53_Place,16,Paderborn,,711,720,,
FN,E18_Physical_Thing,16,7 bergen,,829,837,,
FN,E53_Place,16,Dornhagen,,960,969,,
FN,E53_Place,16,Grondsteinheim,,1043,1057,,
FN,E52_Time_Span,16,langen tyd,,1135,1145,,
FN,Mode_of_Transportation,16,rytuig,,1165,1171,,
FN,Mode_of_Transportation,16,reden,,1305,1310,,
FN,E52_Time_Span,16,3½ uur,,1317,1323,,
FN,E53_Place,16,Lichtenau,,1365,1374,,
FN,E53_Place,16,Neuhaus,,1442,1449,,
FN,E53_Place,16,Paderborn,,1453,1462,,
FN,E52_Time_Span,16,vijf vieren deel uur,,1727,1747,,
FN,Mode_of_Transportation,16,zes paarden,,1777,1788,,
TP,E53_Place,16,"


Cassel",Cassel,17,26,20,26
TP,E52_Time_Span,16,7 July 1816,7 July 1816,31,42,31,42
TP,E53_Place,16,Paderborn,Paderborn,118,127,118,127
TP,E53_Place,16,Warburg,Warburg,209,216,209,216
TP,E53_Place,16,Cassel,Cassel,403,409,403,409
TP,E53_Place,16,Paderborn,Paderborn,518,527,518,527
TP,E53_Place,16,Cassel,Cassel,1634,1640,1634,1640
FN,Mode_of_Transportation,17,4 paarden,,28,37,,
FN,Mode_of_Transportation,17,6 paarden,,317,326,,
FN,Mode_of_Transportation,17,wagen voor zeven personen,,499,524,,
FN,Mode_of_Transportation,17,twee van vier,,551,564,,
FN,E52_Time_Span,17,vorige dag,,697,707,,
FN,Mode_of_Transportation,17,Extrapost,,815,824,,
FN,Mode_of_Transportation,17,reden,,845,850,,
FN,E52_Time_Span,17,5 uur,,864,869,,
FN,Mode_of_Transportation,17,wagen,,886,891,,
FN,E19_Physical_Object,17,koffers,,999,1006,,
FN,Mode_of_Transportation,17,4 jonge paarden,,1057,1072,,
FN,Mode_of_Transportation,17,met 4 paarden bespannen rytuig,,1141,1171,,
FN,Mode_of_Transportation,17,wagen,,1289,1294,,
FN,E18_Physical_Thing,17,hooge bergen,,1531,1543,,
FN,E18_Physical_Thing,17,bergen,,1638,1644,,
FN,Mode_of_Transportation,17,wagen,,1845,1850,,
FN,E19_Physical_Object,17,koffer,,1942,1948,,
FN,E53_Place,17,uitgestrekt bosch,,2049,2066,,
FN,E18_Physical_Thing,17,Desenberg,,2237,2246,,
FN,E52_Time_Span,17,een uur,,2247,2254,,
FP,E53_Place,17,,Desenberg,,,2237,2246
TP,E53_Place,17,Paderborn,Paderborn,96,105,96,105
TP,Mode_of_Transportation,17,Munstersche wagen,Munstersche wagen,621,638,621,638
TP,E53_Place,17,Kleinenberg,Kleinenberg,2002,2013,2002,2013
TP,E53_Place,17,Hardehauserwoud,Hardehauserwoud,2090,2105,2090,2105
TP,E18_Physical_Thing,17,klooster,klooster,2123,2131,2123,2131
TP,E53_Place,17,Warburg,Warburg,2261,2268,2261,2268
TP,E52_Time_Span,17,8 uur,8 uur,2318,2323,2318,2323
FN,Mode_of_Transportation,18,Extrapost,,311,320,,
FN,Mode_of_Transportation,18,postwagen,,557,566,,
FN,E52_Time_Span,18,avond,,666,671,,
FN,E52_Time_Span,18,groot uur,,690,699,,
FN,Mode_of_Transportation,18,wandelden,,710,719,,
FN,E52_Time_Span,18,dien nagt,,869,878,,
FN,Mode_of_Transportation,18,doorgereden,,885,896,,
FN,E52_Time_Span,18,des morgens,,899,910,,
FN,Mode_of_Transportation,18,wandelingen,,985,996,,
FN,Mode_of_Transportation,18,zeer goed rytuig en een span beste paarden,,1092,1134,,
FN,E52_Time_Span,18,de volgende morgen,,1194,1212,,
FN,Mode_of_Transportation,18,reden,,1224,1229,,
FN,E18_Physical_Thing,18,Desenberg,,1358,1367,,
FN,F2_Expression,18,de geheele achtste brief der wandeling door een gedeelte van Duitschland 1 deel van bladz: 125-136,,1376,1474,,
FN,E53_Place,18,Warburg,,1564,1571,,
FN,Mode_of_Transportation,18,rydende,,1617,1624,,
FN,Mode_of_Transportation,18,reden,,1727,1732,,
FN,Mode_of_Transportation,18,rytuig,,1838,1844,,
FN,Mode_of_Transportation,18,wagen,,2173,2178,,
FN,E18_Physical_Thing,18,octogoon,,2286,2294,,
FN,E52_Time_Span,18,deezen middag,,2323,2336,,
FP,E53_Place,18,,Duitschland,,,1437,1448
TP,E53_Place,18,Ossendorf,Ossendorf,5,14,5,14
TP,E18_Physical_Thing,18,posthuis,posthuis,65,73,65,73
TP,E53_Place,18,Ocksendorf,Ocksendorf,115,125,115,125
TP,E53_Place,18,Ossendorf,Ossendorf,173,182,173,182
TP,E53_Place,18,Ossen,Ossen,227,232,227,232
